               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1327,             0.24763,                   0,           0.0010256,          0.00062441,          0.00053966,          0.00012378,              0.1266,             0.27064,                   0,              0.0892,              0.0012,              0.0012
